# P/bar, rho_313.2K/gcm-3, rho_392.9K/gcm-3, rho_472.4K/gcm-3
5.663737373737372991e+02	1.297645420220225665e+00	1.242005576872365458e+00	1.192892623426195620e+00
5.865656565656564680e+02	1.298516558253889785e+00	1.242960468712291267e+00	1.193969252974373729e+00
6.067575757575757507e+02	1.299384213596865845e+00	1.243910609000731027e+00	1.195039393875814815e+00
6.269494949494949196e+02	1.300248422763419232e+00	1.244856056283157875e+00	1.196103140233274686e+00
6.471414141414140886e+02	1.301109221662901883e+00	1.245796867961308063e+00	1.197160583992003424e+00
6.673333333333332575e+02	1.301966645613495288e+00	1.246733100323756949e+00	1.198211815007256265e+00
6.875252525252524265e+02	1.302820729355557816e+00	1.247664808575447370e+00	1.199256921109132845e+00
7.077171717171717091e+02	1.303671507064598334e+00	1.248592046866233041e+00	1.200295988164881145e+00
7.279090909090908781e+02	1.304519012363867914e+00	1.249514868318469585e+00	1.201329100138769812e+00
7.481010101010100470e+02	1.305363278336600930e+00	1.250433325053688982e+00	1.202356339149651454e+00
7.682929292929292160e+02	1.306204337537915317e+00	1.251347468218393155e+00	1.203377785526330568e+00
7.884848484848483849e+02	1.307042222006371102e+00	1.252257348009017113e+00	1.204393517860822493e+00
8.086767676767676676e+02	1.307876963275218740e+00	1.253163013696073191e+00	1.205403613059618628e+00
8.288686868686868365e+02	1.308708592383328151e+00	1.254064513647514589e+00	1.206408146393025405e+00
8.490606060606060055e+02	1.309537139885822432e+00	1.254961895351362822e+00	1.207407191542690272e+00
8.692525252525251744e+02	1.310362635864418035e+00	1.255855205437610644e+00	1.208400820647369533e+00
8.894444444444443434e+02	1.311185109937485604e+00	1.256744489699429534e+00	1.209389104347036836e+00
9.096363636363635123e+02	1.312004591269845255e+00	1.257629793113725025e+00	1.210372111825395391e+00
9.298282828282827950e+02	1.312821108582284957e+00	1.258511159861039674e+00	1.211349910850860301e+00
9.500202020202019639e+02	1.313634690160842888e+00	1.259388633344849628e+00	1.212322567816087604e+00
9.702121212121211329e+02	1.314445363865829552e+00	1.260262256210266330e+00	1.213290147776105110e+00
9.904040404040403018e+02	1.315253157140619411e+00	1.261132070362161794e+00	1.214252714485101414e+00
1.010595959595959471e+03	1.316058097020211815e+00	1.261998116982757878e+00	1.215210330431943930e+00
1.030787878787878753e+03	1.316860210139563225e+00	1.262860436548672194e+00	1.216163056874464576e+00
1.050979797979797922e+03	1.317659522741710498e+00	1.263719068847465321e+00	1.217110953872569068e+00
1.071171717171717091e+03	1.318456060685680775e+00	1.264574052993690856e+00	1.218054080320223997e+00
1.091363636363636260e+03	1.319249849454205981e+00	1.265425427444467621e+00	1.218992493976358560e+00
1.111555555555555429e+03	1.320040914161223045e+00	1.266273230014609119e+00	1.219926251494732883e+00
1.131747474747474598e+03	1.320829279559204705e+00	1.267117497891292910e+00	1.220855408452813151e+00
1.151939393939393767e+03	1.321614970046296023e+00	1.267958267648322090e+00	1.221780019379688609e+00
1.172131313131312936e+03	1.322398009673271035e+00	1.268795575259967112e+00	1.222700137783072849e+00
1.192323232323232332e+03	1.323178422150312894e+00	1.269629456114412580e+00	1.223615816175429138e+00
1.212515151515151501e+03	1.323956230853639893e+00	1.270459945026823245e+00	1.224527106099247753e+00
1.232707070707070670e+03	1.324731458831954756e+00	1.271287076252044512e+00	1.225434058151504635e+00
1.252898989898989839e+03	1.325504128812735827e+00	1.272110883496933909e+00	1.226336722007353552e+00
1.273090909090909008e+03	1.326274263208385484e+00	1.272931399932365704e+00	1.227235146443051983e+00
1.293282828282828177e+03	1.327041884122217574e+00	1.273748658204887141e+00	1.228129379358178896e+00
1.313474747474747346e+03	1.327807013354307619e+00	1.274562690448062252e+00	1.229019467797144438e+00
1.333666666666666515e+03	1.328569672407200253e+00	1.275373528293500369e+00	1.229905457970041693e+00
1.353858585858585684e+03	1.329329882491478543e+00	1.276181202881587318e+00	1.230787395272852969e+00
1.374050505050504853e+03	1.330087664531205416e+00	1.276985744871921957e+00	1.231665324307031684e+00
1.394242424242424022e+03	1.330843039169230524e+00	1.277787184453475611e+00	1.232539288898493846e+00
1.414434343434343418e+03	1.331596026772378538e+00	1.278585551354475269e+00	1.233409332116031987e+00
1.434626262626262587e+03	1.332346647436506881e+00	1.279380874852027228e+00	1.234275496289178875e+00
1.454818181818181756e+03	1.333094920991460874e+00	1.280173183781484481e+00	1.235137823025531434e+00
1.475010101010100925e+03	1.333840867005896991e+00	1.280962506545568091e+00	1.235996353227568623e+00
1.495202020202020094e+03	1.334584504792004633e+00	1.281748871123246536e+00	1.236851127108966608e+00
1.515393939393939263e+03	1.335325853410120667e+00	1.282532305078389889e+00	1.237702184210440981e+00
1.535585858585858432e+03	1.336064931673231593e+00	1.283312835568195975e+00	1.238549563415126231e+00
1.555777777777777601e+03	1.336801758151379360e+00	1.284090489351398912e+00	1.239393302963504917e+00
1.575969696969696770e+03	1.337536351175963700e+00	1.284865292796270264e+00	1.240233440467920722e+00
1.596161616161615939e+03	1.338268728843953648e+00	1.285637271888415034e+00	1.241070012926662303e+00
1.616353535353535335e+03	1.338998909021998029e+00	1.286406452238373577e+00	1.241903056737659217e+00
1.636545454545454504e+03	1.339726909350445583e+00	1.287172859089022570e+00	1.242732607711774850e+00
1.656737373737373673e+03	1.340452747247281362e+00	1.287936517322803898e+00	1.243558701085754281e+00
1.676929292929292842e+03	1.341176439911969664e+00	1.288697451468762578e+00	1.244381371534776015e+00
1.697121212121212011e+03	1.341898004329213911e+00	1.289455685709417265e+00	1.245200653184687534e+00
1.717313131313131180e+03	1.342617457272641701e+00	1.290211243887457782e+00	1.246016579623883125e+00
1.737505050505050349e+03	1.343334815308398156e+00	1.290964149512279668e+00	1.246829183914864858e+00
1.757696969696969518e+03	1.344050094798667327e+00	1.291714425766355978e+00	1.247638498605487811e+00
1.777888888888888687e+03	1.344763311905120551e+00	1.292462095511467846e+00	1.248444555739898876e+00
1.798080808080807856e+03	1.345474482592286636e+00	1.293207181294759645e+00	1.249247386869183796e+00
1.818272727272727025e+03	1.346183622630849230e+00	1.293949705354677571e+00	1.250047023061727325e+00
1.838464646464646421e+03	1.346890747600879568e+00	1.294689689626745910e+00	1.250843494913299381e+00
1.858656565656565590e+03	1.347595872894994828e+00	1.295427155749212300e+00	1.251636832556870971e+00
1.878848484848484759e+03	1.348299013721452111e+00	1.296162125068563986e+00	1.252427065672177209e+00
1.899040404040403928e+03	1.349000185107180450e+00	1.296894618644909070e+00	1.253214223495024537e+00
1.919232323232323097e+03	1.349699401900743556e+00	1.297624657257231418e+00	1.253998334826363248e+00
1.939424242424242266e+03	1.350396678775251047e+00	1.298352261408525887e+00	1.254779428041113531e+00
1.959616161616161435e+03	1.351092030231192176e+00	1.299077451330817423e+00	1.255557531096777479e+00
1.979808080808080604e+03	1.351785470599233374e+00	1.299800246990057362e+00	1.256332671541823265e+00
2.000000000000000000e+03	1.352477014042942516e+00	1.300520668090908938e+00	1.257104876523859938e+00
